created At,tree ID,curb loc,status,spc common,zip city,boroName
9/4/2015,201817,OffsetFromCurb,Alive,American linden,Rockaway Park,Queens
9/4/2015,201819,OffsetFromCurb,Alive,American linden,Rockaway Park,Queens
9/5/2015,204025,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/1/2015,193395,OnCurb,Alive,honeylocust,Jackson Heights,Queens
9/8/2015,210541,OnCurb,Alive,American linden,Brooklyn,Brooklyn
8/29/2015,184749,OnCurb,Alive,London planetree,Bronx,Bronx
8/29/2015,185678,OnCurb,Alive,American elm,Bronx,Bronx
8/28/2015,182059,OnCurb,Alive,London planetree,Long Island City,Queens
8/28/2015,182170,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/20/2015,161371,OnCurb,Alive,London planetree,Far Rockaway,Queens
9/1/2015,195488,OnCurb,Alive,Amur maple,Staten Island,Staten Island
8/29/2015,184924,OnCurb,Alive,American elm,Bronx,Bronx
8/31/2015,192294,OnCurb,Alive,London planetree,Saint Albans,Queens
8/30/2015,188761,OnCurb,Alive,London planetree,Astoria,Queens
8/30/2015,189940,OnCurb,Alive,London planetree,Astoria,Queens
8/21/2015,163875,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/24/2015,171588,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/28/2015,181473,OnCurb,Alive,London planetree,New York,Manhattan
8/27/2015,179494,OnCurb,Alive,American elm,Forest Hills,Queens
8/27/2015,179651,OnCurb,Alive,London planetree,Forest Hills,Queens
8/30/2015,188661,OnCurb,Alive,London planetree,Flushing,Queens
8/30/2015,188386,OnCurb,Alive,London planetree,Astoria,Queens
8/31/2015,192037,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,190115,OnCurb,Alive,willow oak,New York,Manhattan
8/4/2015,119244,OnCurb,Alive,silver maple,Springfield Gardens,Queens
8/5/2015,121659,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/13/2015,143237,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/9/2015,132105,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
8/4/2015,118769,OnCurb,Alive,Turkish hazelnut,New York,Manhattan
8/16/2015,151575,OnCurb,Alive,silver maple,Rego Park,Queens
8/13/2015,143026,OnCurb,Alive,silver maple,Springfield Gardens,Queens
8/22/2015,165029,OnCurb,Alive,silver maple,Bayside,Queens
8/18/2015,157920,OnCurb,Alive,black cherry,Oakland Gardens,Queens
8/9/2015,131562,OnCurb,Alive,silver maple,Forest Hills,Queens
8/17/2015,153022,OnCurb,Alive,silver maple,Jamaica,Queens
8/20/2015,162964,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/19/2015,159649,OnCurb,Alive,eastern redcedar,College Point,Queens
8/21/2015,164329,OnCurb,Alive,silver maple,Flushing,Queens
8/26/2015,176111,OnCurb,Alive,eastern redcedar,Brooklyn,Brooklyn
8/26/2015,178894,OnCurb,Alive,black cherry,Brooklyn,Brooklyn
8/20/2015,162178,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
7/16/2015,73302,OnCurb,Alive,silver maple,Jackson Heights,Queens
8/31/2015,191083,OnCurb,Alive,silver maple,Kew Gardens,Queens
8/20/2015,163225,OnCurb,Alive,honeylocust,Rego Park,Queens
8/29/2015,184448,OffsetFromCurb,Alive,honeylocust,Bronx,Bronx
9/4/2015,203468,OnCurb,Alive,honeylocust,Forest Hills,Queens
8/29/2015,183939,OnCurb,Alive,honeylocust,Bronx,Bronx
8/29/2015,183941,OnCurb,Alive,honeylocust,Bronx,Bronx
8/31/2015,191268,OnCurb,Alive,ginkgo,New York,Manhattan
9/4/2015,201655,OnCurb,Alive,American linden,Brooklyn,Brooklyn
8/30/2015,189587,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/27/2015,180306,OnCurb,Alive,ginkgo,Far Rockaway,Queens
9/2/2015,198018,OnCurb,Alive,ginkgo,New York,Manhattan
9/2/2015,198020,OnCurb,Alive,ginkgo,New York,Manhattan
8/21/2015,164685,OnCurb,Alive,Norway maple,Bronx,Bronx
8/24/2015,170671,OnCurb,Alive,tulip-poplar,Far Rockaway,Queens
8/20/2015,162756,OnCurb,Alive,Norway maple,Bronx,Bronx
8/27/2015,179127,OnCurb,Alive,tulip-poplar,Forest Hills,Queens
8/24/2015,172273,OnCurb,Alive,Norway maple,Ridgewood,Queens
8/29/2015,186754,OnCurb,Alive,Norway maple,Bronx,Bronx
8/26/2015,178264,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/26/2015,178434,OnCurb,Alive,Norway maple,Little Neck,Queens
8/21/2015,164151,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/27/2015,179202,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/26/2015,175792,OnCurb,Alive,Norway maple,East Elmhurst,Queens
8/25/2015,175281,OnCurb,Alive,Norway maple,New York,Manhattan
8/18/2015,155427,OnCurb,Alive,sawtooth oak,Brooklyn,Brooklyn
8/26/2015,176428,OnCurb,Alive,Norway maple,Kew Gardens,Queens
8/25/2015,172782,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/18/2015,157533,OnCurb,Alive,Norway maple,Bronx,Bronx
9/2/2015,198291,OnCurb,Alive,honeylocust,Flushing,Queens
9/3/2015,200363,OnCurb,Alive,ginkgo,New York,Manhattan
8/29/2015,183936,OnCurb,Alive,honeylocust,Bronx,Bronx
9/5/2015,203805,OnCurb,Alive,ginkgo,New York,Manhattan
9/5/2015,204158,OnCurb,Alive,honeylocust,New York,Manhattan
9/8/2015,208787,OnCurb,Alive,ginkgo,New York,Manhattan
8/30/2015,189469,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,189618,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/6/2015,205830,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/29/2015,184319,OnCurb,Alive,honeylocust,Bronx,Bronx
8/29/2015,184168,OnCurb,Alive,ginkgo,Bronx,Bronx
8/18/2015,155673,OnCurb,Alive,honeylocust,New York,Manhattan
9/4/2015,201933,OnCurb,Alive,honeylocust,Rockaway Park,Queens
9/7/2015,208457,OnCurb,Alive,London planetree,Flushing,Queens
9/7/2015,208555,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,208866,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/20/2015,163101,OnCurb,Alive,Norway maple,Astoria,Queens
8/25/2015,175099,OnCurb,Alive,tulip-poplar,Brooklyn,Brooklyn
8/11/2015,135634,OnCurb,Alive,Norway maple,Bayside,Queens
8/15/2015,147189,OnCurb,Alive,Norway maple,Springfield Gardens,Queens
8/22/2015,166718,OnCurb,Alive,Norway maple,Queens Village,Queens
8/12/2015,138199,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,166477,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/26/2015,178550,OnCurb,Alive,Norway maple,New York,Manhattan
8/29/2015,185627,OnCurb,Alive,Norway maple,East Elmhurst,Queens
8/29/2015,185670,OnCurb,Alive,Norway maple,Bronx,Bronx
8/29/2015,183686,OnCurb,Alive,London planetree,Kew Gardens,Queens
8/31/2015,192223,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/26/2015,178385,OnCurb,Alive,London planetree,New York,Manhattan
8/26/2015,178387,OnCurb,Alive,London planetree,New York,Manhattan
8/29/2015,186324,OnCurb,Alive,London planetree,Bronx,Bronx
8/31/2015,191989,OnCurb,Alive,willow oak,New York,Manhattan
9/5/2015,203721,OnCurb,Alive,London planetree,Astoria,Queens
8/30/2015,189332,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,198109,OnCurb,Alive,American elm,Howard Beach,Queens
9/8/2015,209105,OnCurb,Alive,London planetree,Bronx,Bronx
8/30/2015,189551,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208371,OffsetFromCurb,Alive,London planetree,New York,Manhattan
8/26/2015,177285,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/31/2015,191378,OnCurb,Alive,honeylocust,New York,Manhattan
8/15/2015,146736,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/15/2015,147983,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/10/2015,133750,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/24/2015,172058,OnCurb,Alive,Chinese fringetree,Forest Hills,Queens
8/26/2015,175959,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/29/2015,184715,OnCurb,Alive,swamp white oak,Bronx,Bronx
8/19/2015,158050,OffsetFromCurb,Alive,swamp white oak,Staten Island,Staten Island
8/15/2015,147397,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/19/2015,159658,OnCurb,Alive,southern magnolia,Brooklyn,Brooklyn
8/25/2015,173394,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/29/2015,185008,OnCurb,Alive,swamp white oak,Bronx,Bronx
8/26/2015,176563,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/24/2015,170024,OffsetFromCurb,Alive,honeylocust,New York,Manhattan
8/29/2015,186382,OnCurb,Alive,Sophora,Bronx,Bronx
8/25/2015,175704,OnCurb,Alive,Sophora,New York,Manhattan
8/29/2015,185163,OnCurb,Alive,sweetgum,Arverne,Queens
8/29/2015,185164,OnCurb,Alive,sweetgum,Arverne,Queens
8/22/2015,165625,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/27/2015,181202,OffsetFromCurb,Alive,Sophora,Brooklyn,Brooklyn
8/28/2015,183359,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/14/2015,145055,OnCurb,Alive,Sophora,New York,Manhattan
8/22/2015,167230,OnCurb,Alive,Sophora,Rego Park,Queens
8/26/2015,178930,OnCurb,Alive,Sophora,Ridgewood,Queens
8/27/2015,180333,OnCurb,Alive,Sophora,Long Island City,Queens
8/25/2015,172663,OnCurb,Alive,Sophora,Far Rockaway,Queens
9/8/2015,208791,OnCurb,Alive,honeylocust,New York,Manhattan
9/8/2015,208793,OnCurb,Alive,honeylocust,New York,Manhattan
9/1/2015,194260,OnCurb,Alive,honeylocust,New York,Manhattan
8/29/2015,184166,OnCurb,Alive,ginkgo,Bronx,Bronx
8/30/2015,188408,OnCurb,Alive,Callery pear,Jackson Heights,Queens
8/22/2015,165046,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/1/2015,194919,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/3/2015,200201,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/3/2015,200210,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/27/2015,181351,OnCurb,Alive,Callery pear,Astoria,Queens
8/25/2015,174172,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/30/2015,189839,OnCurb,Alive,Callery pear,Flushing,Queens
8/30/2015,189403,OnCurb,Alive,Callery pear,New York,Manhattan
9/8/2015,210535,OnCurb,Alive,honeylocust,Bronx,Bronx
8/5/2015,120819,OnCurb,Alive,swamp white oak,New York,Manhattan
8/20/2015,163121,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/20/2015,163122,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/28/2015,181988,OnCurb,Alive,scarlet oak,Brooklyn,Brooklyn
8/26/2015,175957,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/21/2015,163721,OnCurb,Alive,swamp white oak,Rockaway Park,Queens
8/21/2015,163722,OnCurb,Alive,swamp white oak,Rockaway Park,Queens
8/27/2015,179765,OnCurb,Alive,scarlet oak,Brooklyn,Brooklyn
8/16/2015,149749,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/24/2015,171159,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/27/2015,179530,OnCurb,Alive,scarlet oak,Brooklyn,Brooklyn
9/2/2015,196477,OffsetFromCurb,Alive,scarlet oak,Brooklyn,Brooklyn
8/29/2015,183944,OnCurb,Alive,honeylocust,Bronx,Bronx
8/29/2015,186502,OnCurb,Alive,honeylocust,Bronx,Bronx
9/3/2015,199052,OffsetFromCurb,Alive,crab apple,New York,Manhattan
9/5/2015,205036,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/8/2015,208762,OnCurb,Alive,honeylocust,New York,Manhattan
8/27/2015,180435,OnCurb,Alive,ginkgo,Ridgewood,Queens
8/29/2015,184561,OnCurb,Alive,Atlantic white cedar,Bronx,Bronx
8/31/2015,191999,OnCurb,Alive,honeylocust,College Point,Queens
9/8/2015,209062,OnCurb,Alive,honeylocust,Staten Island,Staten Island
9/4/2015,203313,OnCurb,Alive,black oak,Brooklyn,Brooklyn
8/24/2015,170507,OnCurb,Alive,Japanese zelkova,New York,Manhattan
8/31/2015,192803,OnCurb,Alive,Japanese zelkova,New York,Manhattan
9/3/2015,199737,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/7/2015,208218,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/29/2015,187260,OnCurb,Alive,American linden,New York,Manhattan
8/18/2015,156710,OnCurb,Alive,Sophora,New York,Manhattan
8/25/2015,175313,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/21/2015,163815,OnCurb,Alive,Sophora,New York,Manhattan
8/30/2015,188530,OnCurb,Alive,Sophora,Jackson Heights,Queens
8/26/2015,178804,OnCurb,Alive,sweetgum,Brooklyn,Brooklyn
8/25/2015,175294,OnCurb,Alive,Sophora,New York,Manhattan
8/29/2015,184820,OnCurb,Alive,Sophora,Bronx,Bronx
8/31/2015,192393,OnCurb,Alive,Sophora,Kew Gardens,Queens
8/22/2015,165000,OnCurb,Alive,sweetgum,Staten Island,Staten Island
8/21/2015,163896,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/18/2015,156127,OnCurb,Alive,Sophora,Arverne,Queens
9/5/2015,204212,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/26/2015,178415,OffsetFromCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/29/2015,187057,OnCurb,Alive,honeylocust,New York,Manhattan
8/30/2015,190383,OnCurb,Alive,American linden,New York,Manhattan
8/30/2015,190208,OnCurb,Alive,honeylocust,Ridgewood,Queens
9/8/2015,210539,OnCurb,Alive,American linden,Brooklyn,Brooklyn
8/30/2015,190433,OnCurb,Alive,honeylocust,New York,Manhattan
8/26/2015,176350,OnCurb,Alive,honeylocust,New York,Manhattan
9/2/2015,196606,OnCurb,Alive,honeylocust,New York,Manhattan
8/20/2015,162814,OnCurb,Alive,Sophora,New York,Manhattan
8/30/2015,188754,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/24/2015,169991,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/27/2015,181198,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
9/8/2015,208989,OnCurb,Alive,American linden,Astoria,Queens
9/5/2015,204209,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/25/2015,173021,OnCurb,Alive,ginkgo,Far Rockaway,Queens
8/30/2015,190203,OnCurb,Alive,honeylocust,Astoria,Queens
9/3/2015,200680,OnCurb,Alive,honeylocust,Flushing,Queens
9/4/2015,201818,OffsetFromCurb,Alive,American linden,Rockaway Park,Queens
9/5/2015,204024,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/1/2015,193394,OnCurb,Alive,honeylocust,Jackson Heights,Queens
9/1/2015,195249,OnCurb,Alive,ginkgo,New York,Manhattan
9/8/2015,208919,OnCurb,Alive,honeylocust,Astoria,Queens
8/30/2015,190437,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208200,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/8/2015,209557,OnCurb,Alive,honeylocust,Bronx,Bronx
8/28/2015,182847,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/8/2015,210642,OnCurb,Alive,honeylocust,New York,Manhattan
8/17/2015,153586,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/24/2015,171066,OnCurb,Alive,white oak,Brooklyn,Brooklyn
8/29/2015,184051,OnCurb,Alive,Sophora,Bronx,Bronx
8/24/2015,171519,OnCurb,Alive,white oak,Staten Island,Staten Island
9/2/2015,198323,OnCurb,Alive,sweetgum,Staten Island,Staten Island
8/19/2015,158851,OnCurb,Alive,sweetgum,Brooklyn,Brooklyn
9/1/2015,195970,OnCurb,Alive,sweetgum,New York,Manhattan
9/2/2015,197287,OnCurb,Alive,Sophora,Bronx,Bronx
8/29/2015,183602,OnCurb,Alive,Sophora,Astoria,Queens
9/1/2015,193911,OnCurb,Alive,white oak,Bronx,Bronx
9/1/2015,193913,OnCurb,Alive,white oak,Bronx,Bronx
9/3/2015,200364,OnCurb,Alive,ginkgo,New York,Manhattan
9/5/2015,204159,OnCurb,Alive,honeylocust,New York,Manhattan
8/31/2015,191221,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,189468,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,189619,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/29/2015,184318,OnCurb,Alive,honeylocust,Bronx,Bronx
9/4/2015,201483,OnCurb,Alive,honeylocust,Rockaway Park,Queens
8/30/2015,189400,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/4/2015,201934,OnCurb,Alive,honeylocust,Rockaway Park,Queens
8/26/2015,176849,OnCurb,Alive,ginkgo,New York,Manhattan
8/30/2015,190387,OnCurb,Alive,ginkgo,New York,Manhattan
9/7/2015,208520,OnCurb,Alive,American linden,New York,Manhattan
8/27/2015,179891,OnCurb,Alive,American linden,Brooklyn,Brooklyn
8/27/2015,180096,OnCurb,Alive,pin oak,Forest Hills,Queens
9/8/2015,208990,OnCurb,Alive,pin oak,Astoria,Queens
9/3/2015,199316,OnCurb,Alive,pin oak,East Elmhurst,Queens
9/4/2015,201670,OnCurb,Alive,pin oak,Bronx,Bronx
9/7/2015,208365,OffsetFromCurb,Alive,pin oak,New York,Manhattan
9/2/2015,198512,OnCurb,Alive,pin oak,New York,Manhattan
9/1/2015,194654,OnCurb,Alive,pin oak,Staten Island,Staten Island
8/27/2015,180478,OnCurb,Alive,Sophora,Richmond Hill,Queens
9/2/2015,197862,OnCurb,Alive,Sophora,New York,Manhattan
9/5/2015,204221,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/18/2015,156003,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/18/2015,156128,OnCurb,Alive,Sophora,Arverne,Queens
8/22/2015,166242,OnCurb,Alive,sweetgum,Staten Island,Staten Island
8/19/2015,159750,OnCurb,Alive,Norway maple,Bronx,Bronx
8/22/2015,167402,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/26/2015,178491,OnCurb,Alive,Norway maple,Little Neck,Queens
9/4/2015,201930,OnCurb,Alive,honeylocust,Rockaway Park,Queens
9/4/2015,201932,OnCurb,Alive,honeylocust,Rockaway Park,Queens
9/8/2015,208818,OnCurb,Alive,honeylocust,New York,Manhattan
9/1/2015,196005,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208405,OnCurb,Alive,honeylocust,Ridgewood,Queens
8/30/2015,189598,OnCurb,Alive,American linden,Brooklyn,Brooklyn
9/4/2015,201419,OnCurb,Alive,honeylocust,New York,Manhattan
8/22/2015,165589,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/25/2015,173018,OnCurb,Alive,ginkgo,Far Rockaway,Queens
9/2/2015,196541,OnCurb,Alive,honeylocust,New York,Manhattan
9/5/2015,204268,OnCurb,Alive,American linden,New York,Manhattan
8/30/2015,190345,OnCurb,Alive,American linden,New York,Manhattan
9/6/2015,205772,OnCurb,Alive,crab apple,Brooklyn,Brooklyn
9/8/2015,208862,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/5/2015,204217,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/26/2015,178663,OnCurb,Alive,ginkgo,Staten Island,Staten Island
8/30/2015,190127,OnCurb,Alive,honeylocust,New York,Manhattan
8/15/2015,147243,OnCurb,Alive,Norway maple,Astoria,Queens
8/15/2015,147244,OnCurb,Alive,Norway maple,Astoria,Queens
8/28/2015,181603,OnCurb,Alive,Norway maple,Howard Beach,Queens
8/15/2015,147193,OnCurb,Alive,Norway maple,Springfield Gardens,Queens
8/23/2015,167918,OnCurb,Alive,Norway maple,Astoria,Queens
8/15/2015,145907,OnCurb,Alive,Norway maple,East Elmhurst,Queens
9/2/2015,196207,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,190291,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/19/2015,159248,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/15/2015,145903,OnCurb,Alive,Norway maple,East Elmhurst,Queens
8/23/2015,167929,OnCurb,Alive,Norway maple,Bronx,Bronx
8/23/2015,167938,OnCurb,Alive,Norway maple,Bronx,Bronx
8/19/2015,159673,OnCurb,Alive,Norway maple,Woodside,Queens
8/21/2015,164687,OnCurb,Alive,Norway maple,Bronx,Bronx
8/19/2015,160039,OnCurb,Alive,Norway maple,Astoria,Queens
8/8/2015,127551,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/18/2015,155829,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/18/2015,155836,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/27/2015,179259,OnCurb,Alive,Norway maple,Rego Park,Queens
8/30/2015,189841,OnCurb,Alive,Amur maple,Flushing,Queens
9/8/2015,208857,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/27/2015,179209,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/21/2015,163901,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/26/2015,176869,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/26/2015,178482,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/27/2015,180547,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/29/2015,183664,OnCurb,Alive,Norway maple,Richmond Hill,Queens
8/23/2015,169383,OnCurb,Alive,Norway maple,East Elmhurst,Queens
8/18/2015,155477,OnCurb,Alive,Norway maple,Woodhaven,Queens
9/2/2015,198127,OnCurb,Alive,Norway maple,Fresh Meadows,Queens
8/22/2015,167418,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/26/2015,176008,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
9/6/2015,206344,OnCurb,Alive,American linden,Brooklyn,Brooklyn
8/27/2015,180699,OnCurb,Alive,honeylocust,Forest Hills,Queens
9/3/2015,200183,OnCurb,Alive,ginkgo,Fresh Meadows,Queens
9/1/2015,195303,OnCurb,Alive,ginkgo,East Elmhurst,Queens
9/8/2015,209052,OnCurb,Alive,honeylocust,Staten Island,Staten Island
9/4/2015,203268,OnCurb,Alive,honeylocust,New York,Manhattan
9/6/2015,205672,OnCurb,Alive,honeylocust,Bronx,Bronx
8/30/2015,189789,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208339,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/7/2015,208350,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/2/2015,198220,OnCurb,Alive,willow oak,Flushing,Queens
9/4/2015,203336,OnCurb,Alive,London planetree,Jackson Heights,Queens
8/20/2015,160843,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/27/2015,180858,OnCurb,Alive,Norway maple,Corona,Queens
8/26/2015,178975,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/26/2015,178005,OnCurb,Alive,Norway maple,Staten Island,Staten Island
8/24/2015,170796,OnCurb,Alive,Norway maple,College Point,Queens
8/24/2015,170419,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/19/2015,159700,OnCurb,Alive,Norway maple,Astoria,Queens
8/9/2015,131288,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,166852,OnCurb,Alive,Norway maple,Queens Village,Queens
8/18/2015,156324,OnCurb,Alive,Norway maple,Bronx,Bronx
9/1/2015,193583,OnCurb,Alive,Norway maple,Astoria,Queens
8/25/2015,174597,OnCurb,Alive,sweetgum,Staten Island,Staten Island
8/25/2015,173727,OnCurb,Alive,Ohio buckeye,New York,Manhattan
8/24/2015,170551,OnCurb,Alive,Sophora,Far Rockaway,Queens
8/22/2015,165611,OnCurb,Alive,sweetgum,Brooklyn,Brooklyn
8/27/2015,179248,OnCurb,Alive,sweetgum,Staten Island,Staten Island
8/24/2015,171141,OnCurb,Alive,Sophora,Far Rockaway,Queens
9/1/2015,195309,OnCurb,Alive,Sophora,New York,Manhattan
8/30/2015,189962,OnCurb,Alive,Sophora,New York,Manhattan
9/1/2015,194356,OnCurb,Alive,Sophora,Long Island City,Queens
8/29/2015,185063,OnCurb,Alive,Sophora,Bronx,Bronx
8/19/2015,158174,OnCurb,Alive,tulip-poplar,Brooklyn,Brooklyn
8/22/2015,165576,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/27/2015,179430,OnCurb,Alive,Norway maple,Jamaica,Queens
8/23/2015,169605,OnCurb,Alive,Norway maple,Flushing,Queens
8/21/2015,164689,OnCurb,Alive,Norway maple,Bronx,Bronx
8/29/2015,186050,OnCurb,Alive,Norway maple,East Elmhurst,Queens
9/1/2015,195966,OnCurb,Alive,Callery pear,New York,Manhattan
8/27/2015,180679,OnCurb,Alive,Callery pear,Forest Hills,Queens
9/7/2015,208530,OnCurb,Alive,Callery pear,New York,Manhattan
8/31/2015,192177,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/29/2015,183689,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/6/2015,205683,OnCurb,Alive,Callery pear,New York,Manhattan
8/31/2015,192713,OnCurb,Alive,Callery pear,New York,Manhattan
9/3/2015,200503,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/29/2015,185604,OnCurb,Alive,Callery pear,Bronx,Bronx
9/4/2015,201478,OnCurb,Alive,Callery pear,Rockaway Park,Queens
